assigned_lot_id,assigned_lot_name,target_h3_index,target_ADM_NM,target_GU_NM,Ds,delivery_zone,moto_time_est_min,drone_time_wx_adj_min,drone_robot_full_wx_expected_eta_min,time_saving_min,time_saving_pct,speedup_ratio,drone_faster,time_saving_robot_full_min,drone_robot_full_faster,co2_saving_g,co2_saving_robot_full_g,straight_dist_m,road_dist_used_m,airspace_approval_required,route_mean_constraint_score,avg_monthly_del_cnt,est_monthly_orders,est_annual_orders,sc_conservative_drone_orders,sc_conservative_time_saved_min,sc_conservative_time_saved_hrs,sc_conservative_co2_saved_g,sc_conservative_co2_saved_kg,sc_conservative_co2_saved_ton,sc_conservative_moto_km_reduced,sc_conservative_drone_km_operated,sc_conservative_time_saved_robot_min,sc_conservative_co2_saved_robot_kg,sc_base_drone_orders,sc_base_time_saved_min,sc_base_time_saved_hrs,sc_base_co2_saved_g,sc_base_co2_saved_kg,sc_base_co2_saved_ton,sc_base_moto_km_reduced,sc_base_drone_km_operated,sc_base_time_saved_robot_min,sc_base_co2_saved_robot_kg,sc_active_drone_orders,sc_active_time_saved_min,sc_active_time_saved_hrs,sc_active_co2_saved_g,sc_active_co2_saved_kg,sc_active_co2_saved_ton,sc_active_moto_km_reduced,sc_active_drone_km_operated,sc_active_time_saved_robot_min,sc_active_co2_saved_robot_kg
206-2-000022,운중동공영주차장,8830e02699fffff,판교동,분당구,0.2981632220459188,부적합,13.05,4.841678933114642,20.742597706495385,8.208321066885357,62.899012006784346,2.6953460112244496,True,-7.692597706495384,False,177.39637525814993,169.0526405053443,853.9402930861092,1352.0,True,0.6183745572363177,271805.3333333333,67951.33333333333,815416.0,40770.8,334659.8165537696,5577.663609229493,7232592.136374979,7232.592136374979,7.232592136374979,55122.1216,34815.82890135515,-313633.362571982,6892.411395515292,81541.6,669319.6331075391,11155.327218458986,14465184.272749959,14465.184272749959,14.465184272749958,110244.2432,69631.6578027103,-627266.725143964,13784.822791030583,163083.2,1338639.2662150783,22310.654436917972,28930368.545499917,28930.368545499918,28.930368545499917,220488.4864,139263.3156054206,-1254533.450287928,27569.645582061166
206-2-000022,운중동공영주차장,8830e0269dfffff,운중동,분당구,0.3436518582823575,부적합,6.867091337772076,4.52367634034405,22.806150257409836,2.3434149974280256,34.125292385994555,1.5180333032512658,True,-15.939058919637755,False,154.03979155020804,144.5975558966343,885.356537810153,1194.6213907383649,True,0.5547924371930038,440653.8333333333,55081.729166666664,660980.75,33049.0375,77447.61012806122,1290.7935021343537,5090866.847435009,5090.866847435009,5.0908668474350085,39481.08714081437,29260.181418957913,-526770.5559498176,4778.810047236214,66098.075,154895.22025612244,2581.5870042687075,10181733.694870017,10181.733694870018,10.181733694870017,78962.17428162874,58520.362837915825,-1053541.1118996353,9557.620094472428,132196.15,309790.4405122449,5163.174008537415,20363467.389740035,20363.467389740035,20.363467389740034,157924.3485632575,117040.72567583165,-2107082.2237992706,19115.240188944856
206-2-000022,운중동공영주차장,8830e026c3fffff,운중동,분당구,0.3436518582823575,부적합,14.166666666666666,5.271496497918325,26.48137526635804,8.89517016874834,62.7894364852824,2.687408911731418,True,-12.314708599691372,False,263.7273522573678,252.42198950386268,1242.3087505012898,2006.0,True,0.583421232839563,440653.8333333333,55081.729166666664,660980.75,33049.0375,293976.8124758452,4899.613541264087,8715935.154529458,8715.935154529458,8.715935154529458,66296.36922499999,41057.108481895266,-406989.26631277264,8342.303796937764,66098.075,587953.6249516904,9799.227082528174,17431870.309058916,17431.870309058915,17.431870309058915,132592.73844999998,82114.21696379053,-813978.5326255453,16684.607593875528,132196.15,1175907.2499033809,19598.454165056348,34863740.61811783,34863.74061811783,34.86374061811783,265185.47689999995,164228.43392758106,-1627957.0652510906,33369.215187751055
206-2-000022,운중동공영주차장,8830e026d1fffff,운중동,분당구,0.3436518582823575,부적합,6.492557007340397,4.3936029163164845,18.20716691936873,2.098954091023913,32.32862012071459,1.477729583442565,True,-11.714609912028337,False,133.91724106567273,128.20482508783505,770.6773356223532,1038.5654197251654,True,0.584114669931643,440653.8333333333,55081.729166666664,660980.75,33049.0375,69368.41246502771,1156.1402077504617,4425835.921875957,4425.835921875957,4.425835921875957,34323.58750270023,25470.144165383233,-387156.5822804962,4237.0460720088,66098.075,138736.82493005542,2312.2804155009235,8851671.843751915,8851.671843751914,8.851671843751914,68647.17500540047,50940.28833076647,-774313.1645609924,8474.0921440176,132196.15,277473.64986011083,4624.560831001847,17703343.68750383,17703.343687503828,17.70334368750383,137294.35001080093,101880.57666153293,-1548626.3291219848,16948.1842880352
206-2-000022,운중동공영주차장,8830e026d3fffff,시흥동,수정구,0.2292619362013324,부적합,6.867453091297703,4.523801975074725,36.08040660632014,2.3436511162229783,34.12693301382437,1.5180711112325525,True,-29.212953515022438,False,154.05922742828628,140.89046703304214,886.1201423509702,1194.7721213740429,True,0.6082885198402275,324325.0,162162.5,1945950.0,97297.5,228031.39448070523,3800.523241345087,14989577.680703685,14989.577680703685,14.989577680703686,116248.34047939093,86217.27455039351,-2842347.344627896,13708.290216147418,194595.0,456062.78896141046,7601.046482690174,29979155.36140737,29979.15536140737,29.979155361407372,232496.68095878186,172434.54910078703,-5684694.689255792,27416.580432294835,389190.0,912125.5779228209,15202.092965380349,59958310.72281474,59958.31072281474,59.958310722814744,464993.3619175637,344869.09820157406,-11369389.378511583,54833.16086458967
206-2-000022,운중동공영주차장,8830e026d5fffff,운중동,분당구,0.3436518582823575,부적합,13.416666666666666,4.568825421983198,18.146363127735256,8.847841244683469,65.94664281751655,2.9365680295227543,True,-4.72969646106859,False,145.6290879583397,138.5814621294266,543.8072800391634,1087.0,True,0.56764898669784,440653.8333333333,55081.729166666664,660980.75,33049.0375,292412.6370895906,4873.543951493177,4812901.189025967,4812.901189025967,4.812901189025967,35924.30376249999,17972.307190787313,-156311.9157054731,4579.983938720249,66098.075,584825.2741791812,9747.087902986354,9625802.378051935,9625.802378051934,9.625802378051935,71848.60752499998,35944.614381574625,-312623.8314109462,9159.967877440498,132196.15,1169650.5483583624,19494.175805972707,19251604.75610387,19251.60475610387,19.25160475610387,143697.21504999997,71889.22876314925,-625247.6628218924,18319.935754880997
206-2-000022,운중동공영주차장,8830e026d7fffff,운중동,분당구,0.3436518582823575,부적합,11.483333333333333,4.093498246554451,6.981703183182294,7.389835086778882,64.35270032028055,2.805261573764933,True,4.501630150151039,True,28.94982396634287,27.86529208940843,155.59725058391982,223.0,True,0.6106564255536642,440653.8333333333,55081.729166666664,660980.75,33049.0375,244226.936901771,4070.44894836285,956763.8178820641,956.7638178820641,0.9567638178820641,7369.935362499999,5142.339369444863,148774.5436434723,920.9210832113125,66098.075,488453.873803542,8140.8978967257,1913527.6357641283,1913.5276357641283,1.9135276357641282,14739.870724999999,10284.678738889726,297549.0872869446,1841.842166422625,132196.15,976907.747607084,16281.7957934514,3827055.2715282566,3827.0552715282565,3.8270552715282564,29479.741449999998,20569.357477779453,595098.1745738892,3683.68433284525
206-2-000022,운중동공영주차장,8830e026dbfffff,시흥동,수정구,0.2292619362013324,부적합,8.762634127708381,5.181986463193407,87.63179435568841,3.5806476645149745,40.86268594956607,1.6909797410602256,True,-78.86916022798003,False,255.88133820396192,217.527480000054,1473.290741639033,1984.4308865451592,True,0.5879477291458545,324325.0,162162.5,1945950.0,97297.5,348388.06613814575,5806.467768969096,24896614.503899984,24896.614503899986,24.896614503899986,193080.16418362764,143347.5059346238,-7673772.117281887,21164.879985305255,194595.0,696776.1322762915,11612.935537938192,49793229.00779997,49793.22900779997,49.79322900779997,386160.3283672553,286695.0118692476,-15347544.234563773,42329.75997061051,389190.0,1393552.264552583,23225.871075876385,99586458.01559994,99586.45801559994,99.58645801559994,772320.6567345106,573390.0237384952,-30695088.469127547,84659.51994122102
206-2-000022,운중동공영주차장,8830e026ddfffff,운중동,분당구,0.3436518582823575,부적합,7.806886096762428,4.850061166119947,31.649258529819782,2.9568249306424805,37.87457500973016,1.6096469362690415,True,-23.84237243305736,False,204.53200533762956,192.5714212820123,1174.3011274583207,1586.2025403176783,True,0.5695694937192393,440653.8333333333,55081.729166666664,660980.75,33049.0375,97720.21801373824,1628.6703002289707,6759585.914353519,6759.585914353519,6.759585914353519,52422.46723755421,38809.52199766232,-787967.4606290789,6364.300123377522,66098.075,195440.43602747648,3257.3406004579415,13519171.828707037,13519.171828707038,13.519171828707037,104844.93447510841,77619.04399532464,-1575934.9212581578,12728.600246755044,132196.15,390880.87205495295,6514.681200915883,27038343.657414075,27038.343657414076,27.038343657414075,209689.86895021683,155238.08799064928,-3151869.8425163156,25457.20049351009
204-2-000018,태평4동 제1,8830e15209fffff,성남동,중원구,0.5129422940779669,부적합,24.33333333333333,6.04570365794082,33.763342452245965,18.28762967539251,75.15464250161307,4.024896804422815,True,-9.430009118912636,False,309.1461953803733,295.84656395823475,1465.9692356371368,2352.0,True,0.4543237202649031,1021975.6666666666,1021975.6666666666,12263708.0,613185.4,11213707.517557425,186895.12529262376,189563933.47279236,189563.93347279236,189.56393347279234,1442212.0607999999,898910.932141852,-5782343.913584093,181408.79365935575,1226370.8,22427415.03511485,373790.25058524753,379127866.9455847,379127.8669455847,379.1278669455847,2884424.1215999997,1797821.864283704,-11564687.827168185,362817.5873187115,2452741.6,44854830.0702297,747580.5011704951,758255733.8911694,758255.7338911694,758.2557338911694,5768848.243199999,3595643.728567408,-23129375.65433637,725635.174637423
206-2-000004,맛고을,8830e15229fffff,도촌동,중원구,0.2853938536924451,부적합,14.483333333333333,5.209496326923913,26.364972080802595,9.27383700640942,64.03109555633661,2.780179200526552,True,-11.881638747469262,False,253.94025507613955,242.6652412970845,1158.3420638135506,1926.0,True,0.5203275878335752,343174.75,85793.6875,1029524.25,51476.2125,477382.0044322952,7956.366740538254,13071882.532603564,13071.882532603564,13.071882532603563,99143.18527500001,59627.06222455489,-611621.7610129616,12491.487527372497,102952.425,954764.0088645904,15912.733481076508,26143765.065207127,26143.765065207128,26.143765065207127,198286.37055000002,119254.12444910978,-1223243.5220259232,24982.975054744995,205904.85,1909528.0177291809,31825.466962153016,52287530.130414255,52287.530130414256,52.287530130414254,396572.74110000004,238508.24889821955,-2446487.0440518465,49965.95010948999
206-2-000004,맛고을,8830e1522dfffff,야탑3동,분당구,0.2899265421066042,부적합,13.233333333333333,4.949261047476029,23.979980957344832,8.284072285857302,62.60004246239775,2.6737998271644865,True,-10.7466476240115,False,208.61085290167745,198.52114404263048,957.7468026127552,1583.0,True,0.5491058771330402,250690.75,62672.6875,752072.25,37603.6125,311511.0441593673,5191.850735989455,7844521.67580918,7844.52167580918,7.8445216758091805,59526.5185875,36014.73963856404,-404112.7729273742,7465.11217363576,75207.225,623022.0883187345,10383.70147197891,15689043.35161836,15689.04335161836,15.689043351618361,119053.037175,72029.47927712808,-808225.5458547483,14930.22434727152,150414.45,1246044.176637469,20767.40294395782,31378086.70323672,31378.08670323672,31.378086703236722,238106.07435,144058.95855425615,-1616451.0917094967,29860.44869454304
204-2-000018,태평4동 제1,8830e15241fffff,수진1동,수정구,0.3742992232065798,부적합,20.133333333333333,5.582101004461912,27.16176213442085,14.55123232887142,72.27433275929515,3.606766218891464,True,-7.028428801087518,False,217.99837443694625,206.91095163709377,1220.2180642609958,1686.0,True,0.5186982111874858,159054.58333333334,159054.58333333334,1908655.0,95432.75,1388664.117033104,23144.40195055173,20804184.368047483,20804.184368047485,20.804184368047483,160899.6165,116448.76547210355,-670742.2886669849,19746.08111984486,190865.5,2777328.234066208,46288.80390110346,41608368.73609497,41608.36873609497,41.60836873609497,321799.233,232897.5309442071,-1341484.5773339698,39492.16223968972,381731.0,5554656.468132416,92577.60780220693,83216737.47218993,83216.73747218994,83.21673747218993,643598.466,465795.0618884142,-2682969.1546679395,78984.32447937944
204-2-000018,태평4동 제1,8830e15243fffff,신흥1동,수정구,0.4619442280384485,부적합,16.65,4.974321647821844,21.42159004592037,11.675678352178156,70.12419430737631,3.3471900650595647,True,-4.771590045920373,False,132.39378440549956,124.50318342305576,784.4201002110052,1030.0,True,0.4936305383001874,220870.5833333333,220870.5833333333,2650447.0,132522.35,1547288.333074777,25788.138884579614,17545135.434810154,17545.135434810156,17.545135434810156,136498.0205,103953.1950671979,-632342.3261219758,16499.454449704393,265044.7,3094576.666149554,51576.27776915923,35090270.86962031,35090.27086962031,35.09027086962031,272996.041,207906.3901343958,-1264684.6522439516,32998.90889940879,530089.4,6189153.332299108,103152.55553831845,70180541.73924062,70180.54173924062,70.18054173924062,545992.082,415812.7802687916,-2529369.304487903,65997.81779881757
204-2-000018,태평4동 제1,8830e15249fffff,태평1동,수정구,0.327805441111458,부적합,22.05,5.806325166483458,31.690964263152207,16.243674833516543,73.66745956243331,3.797582699515666,True,-9.640964263152206,False,266.6918400330766,253.7809934338073,1341.7946555670262,2041.0,True,0.5087283367278573,291513.4166666667,291513.4166666667,3498161.0,174908.05000000002,2841149.4899644535,47352.49149940756,46646549.691097364,46646.54969109737,46.64654969109737,356987.33005,234690.6867056502,-1686282.2593876394,44388.338688570046,349816.10000000003,5682298.979928907,94704.98299881512,93293099.38219473,93293.09938219473,93.29309938219474,713974.6601,469381.3734113004,-3372564.5187752787,88776.67737714009,699632.2000000001,11364597.959857814,189409.96599763024,186586198.76438946,186586.19876438947,186.58619876438948,1427949.3202,938762.7468226008,-6745129.037550557,177553.35475428018
204-2-000018,태평4동 제1,8830e1524bfffff,태평2동,수정구,0.3500239964444031,부적합,17.733333333333334,4.903299730343575,18.526275731029443,12.83003360298976,72.34981355069414,3.616612140512723,True,-0.792942397696109,False,166.2437677821835,159.76554191418035,642.2841490417437,1244.0,True,0.4915202617418895,181481.3333333333,181481.3333333333,2177776.0,108888.8,1397046.9629892313,23284.11604982052,18102084.381280623,18102.084381280623,18.102084381280623,135457.66720000003,69937.55024817662,-86342.54615425208,17396.6781403848,217777.6,2794093.9259784627,46568.23209964104,36204168.76256125,36204.16876256125,36.204168762561245,270915.33440000005,139875.10049635323,-172685.09230850416,34793.3562807696,435555.2,5588187.851956925,93136.46419928208,72408337.5251225,72408.3375251225,72.40833752512249,541830.6688000001,279750.20099270646,-345370.1846170083,69586.7125615392
204-2-000018,태평4동 제1,8830e15251fffff,신흥2동,수정구,0.357112249558172,부적합,19.05,5.0855656526100965,26.890430137543014,13.964434347389904,73.30411730913336,3.745895992950725,True,-7.840430137543013,False,202.84189167188825,193.8766565782321,757.1419382541754,1514.0,True,0.418302994467369,240958.91666666663,80319.63888888888,963835.6666666665,48191.783333333326,672970.9944419722,11216.183240699536,9775312.494375108,9775.312494375108,9.775312494375108,72962.35996666666,36488.02024092526,-377844.31042860966,9343.261827209235,96383.56666666665,1345941.9888839445,22432.366481399073,19550624.988750216,19550.624988750216,19.550624988750215,145924.7199333333,72976.04048185052,-755688.6208572193,18686.52365441847,192767.1333333333,2691883.977767889,44864.732962798145,39101249.97750043,39101.24997750043,39.10124997750043,291849.4398666666,145952.08096370104,-1511377.2417144387,37373.04730883694
204-2-000018,태평4동 제1,8830e15255fffff,중앙동,중원구,0.3028836789262165,부적합,18.766666666666666,5.154181462987887,25.45615317648687,13.61248520367878,72.53544513505567,3.64105664525587,True,-6.6894865098202025,False,188.53628578461488,178.1853787686386,848.8833817676771,1428.0,True,0.402733955758138,144932.91666666666,72466.45833333333,869597.5,43479.875,591869.1550953028,9864.485918255048,8197534.138879332,8197.534138879331,8.197534138879332,62089.2615,36909.34332883587,-290858.0372611687,7747.47799568806,86959.75,1183738.3101906057,19728.971836510096,16395068.277758664,16395.068277758663,16.395068277758664,124178.523,73818.68665767174,-581716.0745223374,15494.95599137612,173919.5,2367476.6203812114,39457.94367302019,32790136.555517327,32790.136555517325,32.79013655551733,248357.046,147637.3733153435,-1163432.1490446748,30989.91198275224
204-2-000018,태평4동 제1,8830e15257fffff,중앙동,중원구,0.3028836789262165,부적합,20.216666666666665,5.704267465876104,31.220474189253963,14.51239920079056,71.78433240292117,3.544130212618219,True,-11.003807522587298,False,219.2860869820048,207.2730377415972,1343.5876821082045,1713.0,True,0.4153892800166481,144932.91666666666,72466.45833333333,869597.5,43479.875,630997.3032004734,10516.62172000789,9534531.651216697,9534.531651216697,9.534531651216698,74481.025875,58419.02446960447,-478444.1756061554,9012.20577187493,86959.75,1261994.6064009469,21033.24344001578,19069063.302433394,19069.063302433395,19.069063302433396,148962.05175,116838.04893920894,-956888.3512123108,18024.41154374986,173919.5,2523989.2128018937,42066.48688003156,38138126.60486679,38138.12660486679,38.13812660486679,297924.1035,233676.09787841787,-1913776.7024246217,36048.82308749972
204-2-000018,태평4동 제1,8830e15259fffff,신흥2동,수정구,0.357112249558172,부적합,6.652974532106432,4.449314916592387,22.95973172949541,2.203659615514045,33.12292276002946,1.4952806570953556,True,-16.306757197388976,False,142.53596965321827,133.27945043318178,820.0792669191378,1105.4060550443469,True,0.4451902155194579,240958.91666666663,80319.63888888888,963835.6666666665,48191.783333333326,106198.28673126949,1769.971445521158,6869062.5667344695,6869.062566734469,6.86906256673447,53271.4891000519,39521.08234752592,-785851.7097258433,6422.974398061635,96383.56666666665,212396.57346253897,3539.942891042316,13738125.133468939,13738.125133468939,13.73812513346894,106542.9782001038,79042.16469505183,-1571703.4194516866,12845.94879612327,192767.1333333333,424793.14692507795,7079.885782084632,27476250.266937878,27476.250266937877,27.47625026693788,213085.9564002076,158084.32939010367,-3143406.838903373,25691.89759224654
204-2-000018,태평4동 제1,8830e1525bfffff,단대동,수정구,0.2843489320738011,부적합,25.5,5.9640705346422775,40.18519525929635,19.53592946535772,76.61148809944206,4.27560335711715,True,-14.68519525929635,False,362.265340816013,347.4583732120187,1306.6610080600517,2697.0,True,0.4373205437415038,148776.58333333334,148776.58333333334,1785319.0,89265.95000000001,1743893.3028581494,29064.888380969158,32337959.80001518,32337.959800015182,32.337959800015184,240750.26715000003,116640.33621243818,-1310887.905756585,31016.201770225405,178531.90000000002,3487786.605716299,58129.776761938316,64675919.60003036,64675.919600030364,64.67591960003037,481500.53430000006,233280.67242487636,-2621775.81151317,62032.40354045081,357063.80000000005,6975573.211432598,116259.55352387663,129351839.20006073,129351.83920006073,129.35183920006074,963001.0686000001,466561.3448497527,-5243551.62302634,124064.80708090162
