CSV_ADMI_CD,ADM_NM,GU_NM,Od,Fp,Cc,Tp,Ds,urgency,legacy_urgency,demand_b2b,demand_b2c,demand_cv,Ec,dong_nm,gu_nm,admi_cty_no,demand_score,demand_tier,demand_grade,demand_rank,demand_percentile,delivery_urgency,od_score,fp_score,cc_score,tp_score,Od_volume,Cc_volume,avg_monthly_del_cnt,delivery_cnt_per_km2,flow_pop_index,area_km2,delivery_demand_index
41135655,삼평동,분당구,0.315303741908038,0.9708712279871622,0.17061828319076075,0.4176179607530261,0.458371381575248,0.458371381575248,0.9390515201461068,0.6948413471255126,0.315303741908038,0.46236449767104876,0.6948413471255126,삼평동,분당구,41135655,0.458371381575248,HIGH,A,40,80.0,0.9390515201461068,0.315303741908038,0.9708712279871622,0.17061828319076075,0.4176179607530261,0.597983851633943,0.4061933104424549,960093.6666666666,343562.7198350849,0.8894486147519135,2.7945222552887157,0.8236140744766111
41135657,백현동,분당구,0.2712591632191613,0.8669433147201264,0.16961904229886637,0.6645488588828556,0.45376362521388297,0.45376362521388297,0.8362052012324722,0.1566804533532173,0.2712591632191613,0.3436105976163718,0.1566804533532173,백현동,분당구,41135657,0.45376362521388297,HIGH,B,39,78.0,0.8362052012324722,0.2712591632191613,0.8669433147201264,0.16961904229886637,0.6645488588828556,0.34522703605397376,0.26669776825015884,574264.0,297354.30923443846,0.8062406050456876,1.9312449228615076,0.7460280532280422
41135545,정자동,분당구,0.3205098765780579,0.6832732896681717,0.17560135180551475,0.687448384418955,0.4300143748335851,0.4300143748335851,0.4813948834830727,0.1328785730998173,0.3205098765780579,0.8093258616834423,0.1328785730998173,정자동,분당구,41135545,0.4300143748335851,MEDIUM,B,38,76.0,0.4813948834830727,0.3205098765780579,0.6832732896681717,0.17560135180551475,0.687448384418955,0.19169453628196179,0.12778304054599351,339898.8333333333,349024.6226534514,0.6591885114661923,0.9738534512243306,0.3850248546925101
41135590,서현2동,분당구,0.42632216935003103,0.6071823832077416,0.17321394774418863,0.4977539224400578,0.418974930376502,0.418974930376502,0.4403765179348994,0.1139762909992971,0.42632216935003103,0.2999085643594784,0.1139762909992971,서현2동,분당구,41135590,0.418974930376502,MEDIUM,B,37,74.0,0.4403765179348994,0.42632216935003103,0.6071823832077416,0.17321394774418863,0.4977539224400578,0.20411260210237278,0.11392326223534083,358854.8333333333,460035.28540813806,0.5982676992966364,0.7800593665656785,0.3725709786984021
41133530,금광1동,중원구,0.35577908539684083,0.6458428602964774,0.15773341099990665,0.5181399312956134,0.4031377374073323,0.4031377374073323,0.415141741344134,0.0441133639300515,0.35577908539684083,0.019219251547956503,0.0441133639300515,금광1동,중원구,41133530,0.4031377374073323,MEDIUM,B,36,72.0,0.415141741344134,0.35577908539684083,0.6458428602964774,0.15773341099990665,0.5181399312956134,0.12220070954371051,0.08670596231746557,233817.5,386026.54505053966,0.6292205131434933,0.6057031647121262,0.31928812939045703
41131570,수진1동,수정구,0.44288282387021527,0.3917671042439353,0.18803027260063487,0.4956059376057463,0.3742992232065798,0.3742992232065798,0.2670718114146274,0.2104318660565858,0.44288282387021527,0.014535823935675523,0.2104318660565858,수진1동,수정구,41131570,0.3742992232065798,MEDIUM,B,35,70.0,0.2670718114146274,0.44288282387021527,0.3917671042439353,0.18803027260063487,0.4956059376057463,0.07322356140630978,0.04719127546658513,159054.58333333334,477409.5354671444,0.4257993406100288,0.3331617228334133,0.2633359049552259
41133540,금광2동,중원구,0.2861491491090046,0.6837851247944691,0.09951592592028224,0.5172577551888955,0.37356612814517376,0.37356612814517376,0.694238261030594,0.0704763692597366,0.2861491491090046,0.6131421703357008,0.0704763692597366,금광2동,중원구,41133540,0.37356612814517376,MEDIUM,B,34,68.0,0.694238261030594,0.2861491491090046,0.6837851247944691,0.09951592592028224,0.5172577551888955,0.1933170539291818,0.09307906072394821,342375.5833333333,312975.81368101115,0.6595983030305386,1.0939362352206767,0.6601190271676689
41135630,야탑2동,분당구,0.38019553105327497,0.3908446623772692,0.14881582613194844,0.5974498309352706,0.3576010326362412,0.3576010326362412,0.5189831945338882,0.2811313949753711,0.38019553105327497,0.6813261594367964,0.2811313949753711,야탑2동,분당구,41135630,0.3576010326362412,MEDIUM,B,33,66.0,0.5189831945338882,0.38019553105327497,0.3908446623772692,0.14881582613194844,0.5974498309352706,0.13696283050144303,0.08232978407242936,256351.66666666666,411642.5273095734,0.42506080416315756,0.6227531162587554,0.589740090564089
41131520,신흥2동,수정구,0.18924892475368468,0.7564630651168534,0.059687704416670616,0.5789162234066758,0.357112249558172,0.357112249558172,0.6763219510077064,0.0721885554780205,0.18924892475368468,0.022182593549106025,0.0721885554780205,신흥2동,수정구,41131520,0.357112249558172,MEDIUM,B,32,64.0,0.6763219510077064,0.18924892475368468,0.7564630651168534,0.059687704416670616,0.5789162234066758,0.12687904791771593,0.05334593748151344,240958.91666666666,211315.05343320823,0.7177865854050255,1.1402827803880435,0.5981475078458276
41131550,태평2동,수정구,0.3465257969995541,0.45158545154051716,0.1273208741750058,0.5600892404378566,0.35002399644440313,0.35002399644440313,0.29544806426123094,0.1130184291973098,0.3465257969995541,0.5922190741636227,0.1130184291973098,태평2동,수정구,41131550,0.35002399644440313,MEDIUM,B,31,62.0,0.29544806426123094,0.3465257969995541,0.45158545154051716,0.1273208741750058,0.5600892404378566,0.08791531376112631,0.04588636578236569,181481.33333333334,376318.6590315049,0.4736918217154213,0.4822544111960709,0.26811952760837965
