dashboard_rank,display_name,name,type,lat,lon,dong,gu,zone,score,near_hub,color
448,공원,nan,공원,37.411749,127.136222,야탑3동,분당구,일반,0.354,True,#AB47BC
449,공원,nan,공원,37.367624,127.073467,운중동,분당구,일반,0.354,True,#AB47BC
450,공원,nan,공원,37.367357,127.074296,운중동,분당구,일반,0.354,True,#AB47BC
451,매향 어린이공원,매향 어린이공원,공원,37.414635,127.137687,야탑3동,분당구,일반,0.353,True,#AB47BC
452,공원,nan,공원,37.450064,127.172477,금광2동,중원구,일반,0.35,True,#AB47BC
453,공원,nan,공원,37.450763,127.172169,금광2동,중원구,일반,0.35,True,#AB47BC
454,느티마을어린이공원,느티마을어린이공원,공원,37.366257,127.111789,정자동,분당구,일반,0.35,True,#AB47BC
455,공원,nan,공원,37.36592,127.112626,정자동,분당구,일반,0.35,True,#AB47BC
456,놀이터,놀이터,공원,37.366339,127.112746,정자동,분당구,일반,0.35,True,#AB47BC
457,복정어린이공원,복정어린이공원,공원,37.467706,127.127871,복정동,수정구,일반,0.349,True,#AB47BC
458,공원,nan,공원,37.3687,127.113784,정자동,분당구,일반,0.349,True,#AB47BC
459,공원,nan,공원,37.368305,127.114451,정자동,분당구,일반,0.349,True,#AB47BC
460,공원,nan,공원,37.369118,127.114578,정자동,분당구,일반,0.349,True,#AB47BC
461,공원,nan,공원,37.363776,127.114453,정자동,분당구,일반,0.348,True,#AB47BC
462,공원,nan,공원,37.364513,127.112578,정자동,분당구,일반,0.348,True,#AB47BC
463,공원,nan,공원,37.368299,127.111704,정자동,분당구,일반,0.348,True,#AB47BC
464,공원,nan,공원,37.367994,127.11264,정자동,분당구,일반,0.348,True,#AB47BC
465,백현어린이공원,백현어린이공원,공원,37.371196,127.112325,정자동,분당구,일반,0.347,True,#AB47BC
466,공원,nan,공원,37.369092,127.073361,운중동,분당구,일반,0.347,True,#AB47BC
467,공원,nan,공원,37.368282,127.071542,운중동,분당구,일반,0.347,True,#AB47BC
468,공원,nan,공원,37.368013,127.07345,운중동,분당구,일반,0.347,True,#AB47BC
469,공원,nan,공원,37.369326,127.072572,운중동,분당구,일반,0.347,True,#AB47BC
470,공원,nan,공원,37.466465,127.129632,복정동,수정구,일반,0.346,True,#AB47BC
471,TIGER Gym,TIGER Gym,공원,37.465972,127.129498,복정동,수정구,일반,0.346,True,#AB47BC
472,Atrium,Atrium,공원,37.466316,127.128871,복정동,수정구,일반,0.346,True,#AB47BC
473,공원,nan,공원,37.418588,127.131339,도촌동,중원구,일반,0.346,True,#AB47BC
474,공원,nan,공원,37.41779,127.132292,도촌동,중원구,일반,0.346,True,#AB47BC
475,공원,nan,공원,37.417371,127.133229,도촌동,중원구,일반,0.346,True,#AB47BC
476,공원,nan,공원,37.419688,127.131555,도촌동,중원구,일반,0.344,True,#AB47BC
477,연꽃 어린이공원,연꽃 어린이공원,공원,37.415302,127.137378,도촌동,중원구,일반,0.344,True,#AB47BC
478,매화1단지 놀이터,매화1단지 놀이터,공원,37.415864,127.135675,도촌동,중원구,일반,0.344,True,#AB47BC
479,공원,nan,공원,37.417647,127.13637,도촌동,중원구,일반,0.344,True,#AB47BC
480,공원,nan,공원,37.418273,127.133213,도촌동,중원구,일반,0.342,True,#AB47BC
481,공원,nan,공원,37.392247,127.125043,이매1동,분당구,일반,0.342,True,#AB47BC
482,공원,nan,공원,37.419064,127.136476,도촌동,중원구,일반,0.341,True,#AB47BC
483,방아다리어린이공원,방아다리어린이공원,공원,37.397758,127.1258,이매1동,분당구,일반,0.34,True,#AB47BC
484,공원,nan,공원,37.361609,127.120891,정자3동,분당구,일반,0.34,True,#AB47BC
485,정든어린이공원,정든어린이공원,공원,37.361575,127.116512,정자3동,분당구,일반,0.339,True,#AB47BC
486,누엣길어린이공원,누엣길어린이공원,공원,37.389833,127.125608,이매1동,분당구,일반,0.338,True,#AB47BC
487,공원,nan,공원,37.389846,127.126633,이매1동,분당구,일반,0.337,True,#AB47BC
488,동부코오롱아파트 놀이터,동부코오롱아파트 놀이터,공원,37.390796,127.125738,이매1동,분당구,일반,0.337,True,#AB47BC
489,공원,nan,공원,37.363764,127.118477,정자3동,분당구,일반,0.337,True,#AB47BC
490,종달새어린이공원,종달새어린이공원,공원,37.406467,127.123274,야탑2동,분당구,일반,0.337,True,#AB47BC
491,공원,nan,공원,37.388753,127.097115,판교동,분당구,일반,0.336,True,#AB47BC
492,너른들 어린이공원,너른들 어린이공원,공원,37.390152,127.099166,판교동,분당구,일반,0.336,True,#AB47BC
493,공원,nan,공원,37.407928,127.12701,야탑2동,분당구,일반,0.335,True,#AB47BC
494,공원,nan,공원,37.40731,127.126983,야탑2동,분당구,일반,0.335,True,#AB47BC
495,과수원어린이공원,과수원어린이공원,공원,37.402404,127.125956,이매1동,분당구,일반,0.334,True,#AB47BC
496,봄볕 어린이공원,봄볕 어린이공원,공원,37.398314,127.097351,판교동,분당구,일반,0.334,True,#AB47BC
497,미르어린이공원,미르어린이공원,공원,37.394958,127.09915,판교동,분당구,일반,0.333,True,#AB47BC
498,낙생어린이공원,낙생어린이공원,공원,37.38687,127.100237,판교동,분당구,일반,0.333,True,#AB47BC
499,능골공원,능골공원,공원,37.370341,127.11661,정자2동,분당구,일반,0.331,True,#AB47BC
500,공원,nan,공원,37.367761,127.115613,정자2동,분당구,일반,0.331,True,#AB47BC
501,4단지내 놀이터,4단지내 놀이터,공원,37.36777,127.117918,정자2동,분당구,일반,0.331,True,#AB47BC
502,공원,nan,공원,37.367847,127.116485,정자2동,분당구,일반,0.331,True,#AB47BC
503,공원,nan,공원,37.390906,127.096383,판교동,분당구,일반,0.331,True,#AB47BC
504,한솔 어린이 공원,한솔 어린이 공원,공원,37.366639,127.116925,정자2동,분당구,일반,0.331,True,#AB47BC
505,공원,nan,공원,37.368742,127.116555,정자2동,분당구,일반,0.331,True,#AB47BC
506,양영 놀이터,양영 놀이터,공원,37.373703,127.138938,서현2동,분당구,일반,0.33,True,#AB47BC
507,양영어린이공원,양영어린이공원,공원,37.373389,127.13931,서현2동,분당구,일반,0.33,True,#AB47BC
508,철쭉 어린이공원,철쭉 어린이공원,공원,37.366306,127.122309,정자2동,분당구,일반,0.33,True,#AB47BC
509,공원,nan,공원,37.364019,127.116954,정자2동,분당구,일반,0.33,True,#AB47BC
510,공원,nan,공원,37.364906,127.118329,정자2동,분당구,일반,0.33,True,#AB47BC
511,수련어린이공원,수련어린이공원,공원,37.372431,127.140574,분당동,분당구,일반,0.33,True,#AB47BC
512,계원예술고등학교,계원예술고등학교,학교,37.359011,127.116015,정자3동,분당구,일반,0.329,True,#EF5350
513,안말어린이공원,안말어린이공원,공원,37.372638,127.143128,분당동,분당구,일반,0.329,True,#AB47BC
514,점골어린이공원,점골어린이공원,공원,37.377305,127.140354,서현2동,분당구,일반,0.326,True,#AB47BC
515,황송공원,황송공원,공원,37.444578,127.174312,금광1동,중원구,일반,0.324,True,#AB47BC
